clade_name	k	p	c	o	f	g	s
s__Tissierellia_bacterium_KA00581	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellia_unclassified	f__Tissierellia_unclassified	g__Tissierellia_unclassified	s__Tissierellia_bacterium_KA00581
s__Pseudomonas_geniculata	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonadaceae_unclassified	s__Pseudomonas_geniculata
s__Anaerococcus_tetradius	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus_tetradius
s__Prevotella_stercorea	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_stercorea
s__Gemella_asaccharolytica	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillales_unclassified	g__Gemella	s__Gemella_asaccharolytica
s__Raoultella_planticola	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Raoultella	s__Raoultella_planticola
s__Megasphaera_elsdenii	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Megasphaera	s__Megasphaera_elsdenii
s__Blautia_hydrogenotrophica	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__Blautia_hydrogenotrophica
s__Moraxella_lincolnii	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Moraxella	s__Moraxella_lincolnii
s__Moraxella_catarrhalis	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Moraxella	s__Moraxella_catarrhalis
s__Pseudomonas_parafulva	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_parafulva
s__Delftia_tsuruhatensis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Delftia	s__Delftia_tsuruhatensis
s__Acinetobacter_idrijaensis	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_idrijaensis
s__Acinetobacter_haemolyticus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_haemolyticus
s__Enterococcus_casseliflavus	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus_casseliflavus
s__Fusobacterium_sp_oral_taxon_370	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_sp_oral_taxon_370
s__Actinomyces_turicensis	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces_turicensis
s__Tropheryma_whipplei	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Micrococcales_unclassified	g__Tropheryma	s__Tropheryma_whipplei
s__Enterococcus_malodoratus	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus_malodoratus
s__Enterococcus_gilvus	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus_gilvus
s__Treponema_sp_OMZ_838	k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	s__Treponema_sp_OMZ_838
s__Treponema_socranskii	k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	s__Treponema_socranskii
s__Treponema_medium	k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	s__Treponema_medium
s__Capnocytophaga_sp_oral_taxon_332	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga	s__Capnocytophaga_sp_oral_taxon_332
s__Ruminococcaceae_bacterium_D16	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcaceae_unclassified	s__Ruminococcaceae_bacterium_D16
s__Parvimonas_sp_KA00067	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Parvimonas	s__Parvimonas_sp_KA00067
s__Streptococcus_milleri	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus_milleri
s__Faecalicoccus_pleomorphus	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalicoccus	s__Faecalicoccus_pleomorphus
s__Hungatella_hathewayi	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Hungatella	s__Hungatella_hathewayi
s__Streptococcus_gallolyticus	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus_gallolyticus
s__Flavonifractor_sp_An100	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Flavonifractor	s__Flavonifractor_sp_An100
s__Lactococcus_lactis	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus_lactis
s__Butyricicoccus_pullicaecorum	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Butyricicoccus	s__Butyricicoccus_pullicaecorum
s__Lactococcus_garvieae	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus_garvieae
s__Eubacterium_brachy	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_Family_XIII_Incertae_Sedis	g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	s__Eubacterium_brachy
s__Paracoccus_sp_WN007	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__Paracoccus_sp_WN007
s__Acidaminococcus_fermentans	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Acidaminococcus	s__Acidaminococcus_fermentans
s__Leuconostoc_mesenteroides	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Leuconostoc	s__Leuconostoc_mesenteroides
s__Chelatococcus_daeguensis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Chelatococcaceae	g__Chelatococcus	s__Chelatococcus_daeguensis
s__Kytococcus_sedentarius	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Dermacoccaceae	g__Kytococcus	s__Kytococcus_sedentarius
s__Kocuria_rosea	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Kocuria	s__Kocuria_rosea
s__Bradyrhizobium_sp_STM_3809	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium_sp_STM_3809
s__Kosakonia_cowanii	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kosakonia	s__Kosakonia_cowanii
s__Kluyvera_intestini	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Metakosakonia	s__Kluyvera_intestini
s__Phytobacter_ursingii	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacterales_unclassified	g__Phytobacter	s__Phytobacter_ursingii
s__Parascardovia_denticolens	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Parascardovia	s__Parascardovia_denticolens
s__Kosakonia_sp_S29	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kosakonia	s__Kosakonia_sp_S29
s__Citrobacter_pasteurii	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter_pasteurii
s__Clostridium_bolteae_CAG_59	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_bolteae_CAG_59
s__Mogibacterium_timidum	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_Family_XIII_Incertae_Sedis	g__Mogibacterium	s__Mogibacterium_timidum
s__Clostridium_sp_CAG_413	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp_CAG_413
s__Bacteroides_sp_OM08_11	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_sp_OM08_11
s__Desulfovibrio_piger	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio_piger
s__Odoribacter_laneus	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Odoribacteraceae	g__Odoribacter	s__Odoribacter_laneus
s__Dialister_succinatiphilus	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Dialister	s__Dialister_succinatiphilus
s__Cloacibacillus_porcorum	k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	s__Cloacibacillus_porcorum
s__Veillonella_denticariosi	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_denticariosi
s__Faecalitalea_cylindroides	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalitalea	s__Faecalitalea_cylindroides
s__Leptotrichia_buccalis	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	s__Leptotrichia_buccalis
s__Mogibacterium_pumilum	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_Family_XIII_Incertae_Sedis	g__Mogibacterium	s__Mogibacterium_pumilum
s__Selenomonas_sp_oral_taxon_920	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas	s__Selenomonas_sp_oral_taxon_920
s__Selenomonas_artemidis	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas	s__Selenomonas_artemidis
s__Selenomonas_infelix	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas	s__Selenomonas_infelix
s__Brevibacterium_luteolum	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium_luteolum
s__Brevibacterium_ravenspurgense	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium_ravenspurgense
s__Staphylococcus_auricularis	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus_auricularis
s__Corynebacterium_appendicis	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_appendicis
s__Corynebacterium_urealyticum	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_urealyticum
s__Brevibacterium_casei	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium_casei
s__Parabacteroides_goldsteinii	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides_goldsteinii
s__Bacteroides_sp_CAG_598	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_sp_CAG_598
s__Flavonifractor_sp_An10	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Flavonifractor	s__Flavonifractor_sp_An10
s__Tyzzerella_nexilis	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Tyzzerella	s__Tyzzerella_nexilis
s__Pantoea_brenneri	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Erwiniaceae	g__Pantoea	s__Pantoea_brenneri
s__Pantoea_vagans	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Erwiniaceae	g__Pantoea	s__Pantoea_vagans
s__Sanguibacteroides_justesenii	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Sanguibacteroides	s__Sanguibacteroides_justesenii
s__Staphylococcus_cohnii	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus_cohnii
s__Anaerococcus_prevotii	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus_prevotii
s__Sphingomonas_hankookensis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_hankookensis
s__Prevotella_dentalis	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_dentalis
s__Eikenella_sp_NML130454	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Eikenella	s__Eikenella_sp_NML130454
s__Fusobacterium_gonidiaformans	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_gonidiaformans
s__Harryflintia_acetispora	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Harryflintia	s__Harryflintia_acetispora
s__Bacteroides_faecichinchillae	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_faecichinchillae
s__Lactobacillus_plantarum	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_plantarum
s__Chryseobacterium_sp_AG844	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Chryseobacterium	s__Chryseobacterium_sp_AG844
s__Weissella_confusa	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	s__Weissella_confusa
s__Weissella_cibaria	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	s__Weissella_cibaria
s__Leuconostoc_pseudomesenteroides	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Leuconostoc	s__Leuconostoc_pseudomesenteroides
s__Staphylococcus_caprae	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus_caprae
s__Parvimonas_micra	k__Bacteria	p__Firmicutes	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Parvimonas	s__Parvimonas_micra
s__Bacteroides_coprophilus	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_coprophilus
s__Clostridium_sp_CAG_242	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp_CAG_242
s__Lactobacillus_coleohominis	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_coleohominis
s__Janibacter_indicus	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__Janibacter	s__Janibacter_indicus
s__Rhodococcus_kroppenstedtii	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Rhodococcus	s__Rhodococcus_kroppenstedtii
s__Mycoplasma_cynos	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_cynos
s__Janibacter_hoylei	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__Janibacter	s__Janibacter_hoylei
s__Streptococcus_equinus	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus_equinus
s__Methyloversatilis_sp_RAC08	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Methyloversatilis	s__Methyloversatilis_sp_RAC08
s__Leptospira_sp_E8	k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetia_unclassified	f__Leptospiraceae	g__Leptospira	s__Leptospira_sp_E8
s__Brevundimonas_subvibrioides	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_subvibrioides
s__Leptospira_licerasiae	k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetia_unclassified	f__Leptospiraceae	g__Leptospira	s__Leptospira_licerasiae
s__Bradyrhizobium_sp_DOA9	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium_sp_DOA9
s__Actinobaculum_massiliense	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinobaculum	s__Actinobaculum_massiliense
s__Enterococcus_gallinarum	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus_gallinarum
s__Enterobacter_mori	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter_mori
s__Klebsiella_variicola_CAG_634	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella_variicola_CAG_634
s__Immundisolibacter_cernigliae	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Immundisolibacterales	f__Immundisolibacteraceae	g__Immundisolibacter	s__Immundisolibacter_cernigliae
s__Bosea_vaviloviae	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bosea	s__Bosea_vaviloviae
s__Staphylococcus_equorum	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus_equorum
s__Pantoea_eucrina	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Erwiniaceae	g__Pantoea	s__Pantoea_eucrina
s__Atopobium_deltae	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Atopobium	s__Atopobium_deltae
